PHI-base accession no	PHI-base accession	Obsolete PHI accession	DB_Type	Accession	Obsolete EMBL accession	Locus ID	AA sequence #no EMBL#	NT sequence #no EMBL#	Associated strain	Gene name	Genome location	Multiple mutation	Pathogen NCBI Taxonomy ID	Pathogen species	Strain	Disease name	Monocot/Dicot plant	Host NCBI Taxonomy ID	Experimental host	Function	GO annotation	Database	Pathway	Phenotype of mutant	Mating defect prior to penetration	Pre-penetration defect	Penetration defect	Post-penetration defect	Vegetative spores	Sexual spores	In vitro growth	Spore germination	Essential gene (Lethal knockout)	Inducer	CAS	Host target	Host response	Experimental evidence	Species Expert	Entered by	Manual (M) or textmining (T)	Literature ID	Literature source	DOI	Full citation	Author email	Comments	Reference	Year published
	PHI:2262		Uniprot	B5G4W2		DQ900618	0	0	no data found	Mrg1	no data found	no	13684	Phaeosphaeria nodorum (related: Stagonospora nodorum)	13684	SN15	Glume blotch	Monocot	Wheat	no data found	no data found	no data found	no data found	Unaffected pathogenicity	yes	no data found	no data found	no data found	reduced	no data found	reduced	no data found	no	no data found	no data found	no data found	no data found	Altered gene expression / gene regulation: overexpression	na	RP		18683907	Pubmed	10.1002/ps.1632	na	roliver @murdoch .edu.au	More resistant to Malayamycin, a n ew streptomycete antifungal compound	Wenfeng Li	2008
	PHI:2263		Uniprot	Q0U086		SNOG_14941	0	0	SN15	StuA	no data found	no	13684	Phaeosphaeria nodorum (related: Stagonospora nodorum)	13684	SN15	Glume blotch	Monocot	Wheat	Cell differentiation; transcription factor	no data found	no data found	no data found	Reduced virulence	yes	no	no data found	no data found	reduced	reduced	reduced; aberrant	no data found	no	no data found	no data found	no data found	no data found	Gene deletion: full	na	RP		20495056	Pubmed	10.1128/EC.00064-10	na	peter.solomon@anu.edu.au	no comments	Simon V. S. IpCho	2010
	PHI:2264		Uniprot	C5IAW5		FJ823644	0	0	SN15	SnTox3	located on the end of supercontig14 	no	13684	Phaeosphaeria nodorum (related: Stagonospora nodorum)	13684	Sn1501	Glume blotch	Monocot	Wheat	no data found	no data found	no data found	no data found	Loss of pathogenicity	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no	no data found	no data found	no data found	no data found	Gene disruption	na	RP		19806176	Pubmed	10.1371/jo urnal.ppat.1000 5 81	na	timothy. friesen@ars .usda.gov	Induces Disease on Wheat Carrying the Snn3 Gene. Avirulent when the Snn3 gene absent.	Zhaohu i Liu	2009
	PHI:2265		Uniprot	Q0UF61		SNOG_09603	0	0	SN15	Tps1	no data found	no	13684	Phaeosphaeria nodorum (related: Stagonospora nodorum)	13684	SN15	Glume blotch	Monocot	Wheat	no data found	no data found	no data found	no data found	Reduced virulence	no data found	no	no	no	reduced	no data found	reduced	reduced	no	trehalose; t-butyl-peroxide	trehalose: 6138-23-4,  t-butyl-peroxide:  75-91-2	no data found	no data found	Gene deletion: full; Gene complementation	na	RP		19233304	Pubmed	10.1016/j.fgb.2009.02.002	na	r.oliver@murdoch.edu.au	Addition of trehalose reinstated the gene deletion effects, but not the same as complementation. The mutants are sensitive to oxidative stress.	Rohan G.T. Lowe	2009
	PHI:2266		Uniprot	F5HHD5		AY187281	0	0	SN15	Ptr2	no data found	no	13684	Phaeosphaeria nodorum (related: Stagonospora nodorum)	13684	SN15	Glume blotch	Monocot	Wheat	Di/tripeptide transport	no data found	no data found	no data found	Unaffected pathogenicity	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no	no data found	no data found	no data found	no data found	Gene deletion: full	na	RP		no data found	no data found	10.1016/j.pmpp.2003.12.003	na	oliver@central.murdoch.edu.au	no comments	Peter S. Solomon	2003
	PHI:2267		Uniprot	Q5J4D6		AY508881	0	0	SN15	Mls1	no data found	no	13684	Phaeosphaeria nodorum (related: Stagonospora nodorum)	13684	SN15	Glume blotch	Monocot	Wheat	Malate synthase	no data found	no data found	no data found	Loss of pathogenicity	no data found	yes	yes	no	no data found	no data found	no data found	reduced	no	glucose; sucrose	glucose: 50-99-7; Sucrose: 57-50-1	no data found	no data found	Gene disruption; Gene complementation	na	RP		15306011	Pubmed	10.1111/j.1365-2958.2004.04178.x	na	psolomon@murdoch.edu.au	Addition of glucose and sucrose could re-establish germination in the mutant spores	Peter S. Solomon	2004
	PHI:2268		Uniprot	Q2TLM7		AY847792	0	0	SN15	Mak2	no data found	no	13684	Phaeosphaeria nodorum (related: Stagonospora nodorum)	13684	SN15	Glume blotch	Monocot	Wheat	Mitogen activated protein kinase (MAPK)	no data found	no data found	MAPK signal transduction pathway	Loss of pathogenicity	no data found	yes	yes	yes	reduced	no data found	reduced; aberrant	no data found	no	no data found	no data found	no data found	no data found	Gene disruption	na	RP		16028107	Pubmed	10.1007/s00294-005-0588-y	na	psolomon@murdoch.edu.au	no comments	Peter S. Solomon	2005
	PHI:2269		Uniprot	Q32WF7		AY788902	0	0	no data found	Mdh1	no data found	no	13684	Phaeosphaeria nodorum (related: Stagonospora nodorum)	13684	SN15	Glume blotch	Monocot	Wheat	no data found	no data found	no data found	no data found	Unaffected pathogenicity	no data found	no data found	no data found	no data found	reduced	no data found	reduced	no data found	no	no data found	no data found	no data found	no data found	Gene disruption	na	RP		16859492	Pubmed	10.1042/BJ20060891	na	psolomon@murdoch.edu.au	no comments	Peter S. Solomon	2006
	PHI:2270		Uniprot	Q0U6E8		AY547308	0	0	SN15	Mpd1	no data found	PHI:2269	13684	Phaeosphaeria nodorum (related: Stagonospora nodorum)	13684	SN15	Glume blotch	Monocot	Wheat	no data found	no data found	no data found	no data found	Unaffected pathogenicity	no data found	no data found	no data found	no data found	reduced	no data found	reduced	no data found	no	no data found	no data found	no data found	no data found	Gene disruption	na	RP		16859492	Pubmed	10.1042/BJ20060891	na	psolomon@murdoch.edu.au	no comments	Peter S. Solomon	2006
	PHI:2269		Uniprot	Q32WF7		AY788902	0	0	no data found	Mdh1	no data found	PHI:2270	13684	Phaeosphaeria nodorum (related: Stagonospora nodorum)	13684	SN15	Glume blotch	Monocot	Wheat	no data found	no data found	no data found	no data found	Unaffected pathogenicity	no data found	no data found	no data found	no data found	reduced	no data found	reduced	no data found	no	no data found	no data found	no data found	no data found	Gene disruption	na	RP		16859492	Pubmed	10.1042/BJ20060891	na	psolomon@murdoch.edu.au	no comments	Peter S. Solomon	2006
	PHI:2271		Uniprot	Q00LS5		DQ397887	0	0	no data found	CpkA	no data found	no	13684	Phaeosphaeria nodorum (related: Stagonospora nodorum)	13684	no data found	Glume blotch	Monocot	Wheat	Calcium/calmodulin-dependent protein kinase	no data found	no data found	cAMP signalling pathway	Unaffected pathogenicity	no data found	no data found	no data found	no data found	reduced	no data found	reduced	wildtype	no	no data found	no data found	no data found	no data found	Gene disruption; Gene complementation	na	RP		17020577	Pubmed	10. 1111/j.1365-2958.2006.05380.x	na	psolomon@murdoch.edu.au	no comments	Peter S. Solomon	2006
	PHI:2272		Uniprot	A9Z1V6		SNU15778.1	0	0	no data found	CpkB	no data found	no	13684	Phaeosphaeria nodorum (related: Stagonospora nodorum)	13684	no data found	Glume blotch	Monocot	Wheat	Calcium/calmodulin-dependent protein kinase	no data found	no data found	cAMP signalling pathway	Unaffected pathogenicity	no data found	no data found	no data found	no data found	wildtype	no data found	wildtype	wildtype	no	no data found	no data found	no data found	no data found	Gene disruption	na	RP		17020577	Pubmed	10. 1111/j.1365-2958.2006.05380.x	na	psolomon@murdoch.edu.au	no comments	Peter S. Solomon	2006
	PHI:2274		Uniprot	C6GZ42		FM945328	0	0	20.1	Mid1	no data found	PHI:2275	5111	Claviceps purpurea	5111	20.1Del ku70	Ergot	Monocot	Rye	Environmental Ca2+ sensing	no data found	no data found	no data found	Loss of pathogenicity	no data found	no data found	no data found	yes	no data found	no data found	reduced	reduced	no	Calcium cation; Magnesium cation	Calcium cation: 14127-61-8; Magnesium cation: 22537-22-0	no data found	no data found	Gene deletion: full; Gene complementation	na	AR		19762439	Pubmed	10.1099/mic.0.030825-0	na	tudzyns@uni-muenster.de	Growth rate compared to 20.1Delku70 was further reduced by higher Ca2+ concentration. Supplementing the medium with Mg2+ (66 mM) decreased the mean growth rate to about 45 % that of 20.1Delku70	Jorg Bormann	2009
	PHI:2275		Uniprot	A3KLI8		AM497781	0	0	20.1	ku70	no data found	PHI:2274	5111	Claviceps purpurea	5111	20.1Del ku70	Ergot	Monocot	Rye	Environmental Ca2+ sensing	no data found	no data found	no data found	Loss of pathogenicity	no data found	no data found	no data found	yes	no data found	no data found	reduced	reduced	no	Calcium cation; Magnesium cation	Calcium cation: 14127-61-8; Magnesium cation: 22537-22-0	no data found	no data found	Gene deletion: full	na	AR		19762439	Pubmed	10.1099/mic.0.030825-0	na	tudzyns@uni-muenster.de	Growth rate compared to 20.1Delku70 was further reduced by higher Ca2+ concentration. Supplementing the medium with Mg2+ (66 mM) decreased the mean growth rate to about 45 % that of 20.1Delku70	Jorg Bormann	2009
	PHI:2276		Uniprot	O93976 		no data found	0	0	no data found	avrLm4	no data found	no	5022	Leptosphaeria maculans	5022	v23.1.3Xv37.1. 4	Phoma stem canker	Eudicot	Oilseed rape	no data found	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	reduced	no data found	enhanced	wildtype	no	no data found	no data found	no data found	no data found	Sexual cross, sequencing of resistance conferring allel	na	AR		no data found	no data found	10.1007/s10658-005-2643-4	na	yong-ju.h uang@bb src. ac.uk	Avirulent (AvrLm4) or the virulent (avrLm4) allele of the avirulence locus AvrLm4 were compared for infection efficiency among other parameters. Hence Avirulent AvrLm4 has been considered as wildtype and the data provided in this record for the virulent avrLm4 allele is in comparison to AvrLm4 allele 	Y.J. Huang	2006
	PHI:2276		Uniprot	O93976 		no data found	0	0	no data found	avrLm4	no data found	no	5022	Leptosphaeria maculans	5022	v23.1.3Xv37.1. 4	Phoma stem canker	Eudicot	Oilseed rape	no data found	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	reduced	no data found	enhanced	wildtype	no	no data found	no data found	no data found	no data found	Sexual cross, sequencing of resistance conferring allel	na	AR		no data found	no data found	10.1007/s10658-005-2643-4	na	yong-ju.h uang@bb src. ac.uk	Avirulent (AvrLm4) or the virulent (avrLm4) allele of the avirulence locus AvrLm4 were compared for infection efficiency among other parameters. Hence Avirulent AvrLm4 has been considered as wildtype and the data provided in this record for the virulent avrLm4 allele is in comparison to AvrLm4 allele 	Y.J. Huang	2006
	PHI:2277		Uniprot	J9MB32		FOXG_00076	0	0	no data found	Putative zinc ﬁnger transcription factor	Chromosome 1	no	5507	Fusarium oxysporum	426428	Fusarium oxysporum f. sp. lycopersici  (4287)	Vascular wilt	Eudicot	Apple	no data found	no data found	no data found	no data found	Unaffected pathogenicity	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no	no data found	no data found	no data found	no data found	Gene deletion: full	na	AR		19161356	Pubmed	10.1111/J.1364-3703.2008.00512.X	na	ge1hedic@uco.es	no comments	Manuel Sanchez Lopez-Berges	2009
	PHI:2277		Uniprot	J9MB32		FOXG_00076	0	0	no data found	Putative zinc ﬁnger transcription factor	Chromosome 1	no	5507	Fusarium oxysporum	426428	Fusarium oxysporum f. sp. lycopersici  (4287)	Vascular wilt	Eudicot	Tomato	no data found	no data found	no data found	no data found	Unaffected pathogenicity	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no	no data found	no data found	no data found	no data found	Gene deletion: full	na	AR		19161356	Pubmed	10.1111/J.1364-3703.2008.00512.X	na	ge1hedic@uco.es	no comments	Manuel Sanchez Lopez-Berges	2009
	PHI:2278		Uniprot	J9MHC1		FOXG_02277	0	0	no data found	MeaB	Chromosome 5	no	5507	Fusarium oxysporum	426428	Fusarium oxysporum f. sp. lycopersici  (4287)	Vascular wilt	Eudicot	Tomato	no data found	no data found	no data found	no data found	Unaffected pathogenicity	no data found	no data found	no data found	no data found	no data found	no data found	reduced	no data found	no	no data found	no data found	no data found	no data found	Gene deletion: full	na	AR		19161356	Pubmed	10.1111/J.1364-3703.2008.00512.X	na	ge1hedic@uco.es	no comments	Manuel Sanchez Lopez-Berges	2009
	PHI:2279		Uniprot	J9N0G7		FOXG_08661	0	0	no data found	Conserved hypothetical protein	Chromosome 2	no	5507	Fusarium oxysporum	426428	Fusarium oxysporum f. sp. lycopersici  (4287)	Vascular wilt	Eudicot	Apple	no data found	no data found	no data found	no data found	Unaffected pathogenicity	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no	no data found	no data found	no data found	no data found	Gene deletion: full	na	AR		19161356	Pubmed	10.1111/J.1364-3703.2008.00512.X	na	ge1hedic@uco.es	no comments	Manuel Sanchez Lopez-Berges	2009
	PHI:2279		Uniprot	J9N0G7		FOXG_08661	0	0	no data found	Conserved hypothetical protein	Chromosome 2	no	5507	Fusarium oxysporum	426428	Fusarium oxysporum f. sp. lycopersici  (4287)	Vascular wilt	Eudicot	Tomato	no data found	no data found	no data found	no data found	Unaffected pathogenicity	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no	no data found	no data found	no data found	no data found	Gene deletion: full	na	AR		19161356	Pubmed	10.1111/J.1364-3703.2008.00512.X	na	ge1hedic@uco.es	no comments	Manuel Sanchez Lopez-Berges	2009
	PHI:2280		Uniprot	J9MAX2		FOXG_00016	0	0	no data found	Velvet protein family	Chromosome 1	no	5507	Fusarium oxysporum	426428	Fusarium oxysporum f. sp. lycopersici  (4287)	Vascular wilt	Eudicot	Apple	no data found	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no	no data found	no data found	no data found	no data found	Gene deletion: full	na	AR		19161356	Pubmed	10.1111/J.1364-3703.2008.00512.X	na	ge1hedic@uco.es	no comments	Manuel Sanchez Lopez-Berges	2009
	PHI:2280		Uniprot	J9MAX2		FOXG_00016	0	0	no data found	Velvet protein family	Chromosome 1	no	5507	Fusarium oxysporum	426428	Fusarium oxysporum f. sp. lycopersici  (4287)	Vascular wilt	Eudicot	Tomato	no data found	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no	no data found	no data found	no data found	no data found	Gene deletion: full	na	AR		19161356	Pubmed	10.1111/J.1364-3703.2008.00512.X	na	ge1hedic@uco.es	no comments	Manuel Sanchez Lopez-Berges	2009
	PHI:2280		Uniprot	J9MAX2		FOXG_00016	0	0	no data found	Velvet protein family	Chromosome 1	no	5507	Fusarium oxysporum	426428	17A1	Vascular wilt	Eudicot	Tomato	no data found	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no	no data found	no data found	no data found	no data found	Gene complementation	na	AR		19161356	Pubmed	10.1111/J.1364-3703.2008.00512.X	na	ge1hedic@uco.es	no comments	Manuel Sanchez Lopez-Berges	2009
	PHI:2281		Uniprot	Q258K5		AM084345	0	0	no data found	avrLm1	no data found	no	5022	Leptosphaeria maculans 	5022	no data found	Phoma stem canker	Eudicot	Oilseed rape	Avirulence	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	wildtype	wildtype	no	no data found	no data found	no data found	no data found	Sexual cross, sequencing of resistance conferring allele	na	RP		no data found	no data found	10.1007/s10658-009-9539-7	na	yong-ju.huang@bbsrc.ac.uk	Fitness cost study of two avirulence alleles-Avirulent (AvrLm1) or the virulent (avrLm1) allele of the avirulence locus AvrLm1 were compared for infection efficiency. Hence Avirulent AvrLm1 has been considered as wildtype and the data provided in this record for the virulent avrLm1 allele is in comparison to AvrLm1 allele 	Yong-Ju Huang	2010
	PHI:2281		Uniprot	Q258K5		AM084345	0	0	no data found	avrLm1	no data found	no	5022	Leptosphaeria maculans 	5022	no data found	Phoma stem canker	Eudicot	Oilseed rape	Avirulence	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	wildtype	wildtype	no	no data found	no data found	no data found	no data found	Sexual cross, sequencing of resistance conferring allele	na	RP		no data found	no data found	10.1007/s10658-009-9539-7	na	yong-ju.huang@bbsrc.ac.uk	Fitness cost study of two avirulence alleles-Avirulent (AvrLm1) or the virulent (avrLm1) allele of the avirulence locus AvrLm1 were compared for infection efficiency. Hence Avirulent AvrLm1 has been considered as wildtype and the data provided in this record for the virulent avrLm1 allele is in comparison to AvrLm1 allele 	Yong-Ju Huang	2010
	PHI:2282		Uniprot	J9MHC1		FOXG_02277	0	0	no data found	MeaB	no data found	no	5507	Fusarium oxysporum	426428	Fusarium oxysporum f. sp. lycopersici  (4287)	Vascular wilt	Eudicot	Tomato	bZIP Protein	no data found	no data found	Nitrogen Response Pathway	Increased virulence (Hypervirulence)	no data found	no data found	no	no data found	no data found	no data found	reduced	wildtype	no	Chlorates; N-Acetyl-4-fluoro-3-phenyl-DL-alanine	Chlorates:14866-68-3; N-Acetyl-4-fluoro-3-phenyl-DL-alanine: 17481-06-0	no data found	no data found	Gene deletion: full; Gene complementation	na	RP		20639450	Pubmed	10.1105/tpc.1 10.075937	na	ge2 dipia@uco.es	Increased sensitivity to chlorate; increased resistance to DL- p-ﬂuorophenylalanine	Manuel S. Lo´ pez-Berges	2010
